property,label,domain,range,comment
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.earthingStarPointX,earthingStarPointX,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Generator star point earthing reactance (Xe). Used for short circuit data exchange according to IEC 60909.
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.ikk,ikk,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,"Steady-state short-circuit current (in A for the profile) of generator with compound excitation during 3-phase short circuit.
- Ikk=0: Generator with no compound excitation.
- Ikk&lt;&gt;0: Generator with compound excitation.
Ikk is used to calculate the minimum steady-state short-circuit current for generators with compound excitation.
(4.6.1.2 in IEC 60909-0:2001).
Used only for single fed short circuit on a generator. (4.3.4.2. in IEC 60909-0:2001)."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.mu,mu,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,"Factor to calculate the breaking current (Section 4.5.2.1 in IEC 60909-0).
Used only for single fed short circuit on a generator (Section 4.3.4.2. in IEC 60909-0)."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.r,r,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,"Equivalent resistance (RG) of generator. RG is considered for the calculation of all currents, except for the calculation of the peak current ip. Used for short circuit data exchange according to IEC 60909."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.r0,r0,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Zero sequence resistance of the synchronous machine.
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.r2,r2,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Negative sequence resistance.
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.satDirectSubtransX,satDirectSubtransX,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,"Direct-axis subtransient reactance saturated, also known as Xd""sat."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.satDirectSyncX,satDirectSyncX,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,"Direct-axes saturated synchronous reactance (xdsat); reciprocal of short-circuit ration. Used for short circuit data exchange, only for single fed short circuit on a generator. (4.3.4.2. in IEC 60909-0:2001)."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.satDirectTransX,satDirectTransX,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Saturated Direct-axis transient reactance. The attribute is primarily used for short circuit calculations according to ANSI.
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.shortCircuitRotorType,shortCircuitRotorType,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#string,"Type of rotor, used by short circuit applications, only for single fed short circuit according to IEC 60909."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.voltageRegulationRange,voltageRegulationRange,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,"Range of generator voltage regulation (PG in IEC 60909-0) used for calculation of the impedance correction factor KG defined in IEC 60909-0.
This attribute is used to describe the operating voltage of the generating unit."
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.x0,x0,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Zero sequence reactance of the synchronous machine.
http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine.x2,x2,http://iec.ch/TC57/2013/CIM-schema-cim16#SynchronousMachine,http://www.w3.org/2001/XMLSchema#double,Negative sequence reactance.
http://iec.ch/TC57/2013/CIM-schema-cim16#Terminal.HasFirstMutualCoupling,HasFirstMutualCoupling,http://iec.ch/TC57/2013/CIM-schema-cim16#Terminal,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,Mutual couplings associated with the branch as the first branch.
http://iec.ch/TC57/2013/CIM-schema-cim16#Terminal.HasSecondMutualCoupling,HasSecondMutualCoupling,http://iec.ch/TC57/2013/CIM-schema-cim16#Terminal,http://iec.ch/TC57/2013/CIM-schema-cim16#MutualCoupling,Mutual couplings with the branch associated as the first branch.
http://iec.ch/TC57/2013/CIM-schema-cim16#TransformerEnd.grounded,grounded,http://iec.ch/TC57/2013/CIM-schema-cim16#TransformerEnd,http://www.w3.org/2001/XMLSchema#boolean,(for Yn and Zn connections) True if the neutral is solidly grounded.
http://iec.ch/TC57/2013/CIM-schema-cim16#TransformerEnd.rground,rground,http://iec.ch/TC57/2013/CIM-schema-cim16#TransformerEnd,http://www.w3.org/2001/XMLSchema#double,(for Yn and Zn connections) Resistance part of neutral impedance where 'grounded' is true.
http://iec.ch/TC57/2013/CIM-schema-cim16#TransformerEnd.xground,xground,http://iec.ch/TC57/2013/CIM-schema-cim16#TransformerEnd,http://www.w3.org/2001/XMLSchema#double,(for Yn and Zn connections) Reactive part of neutral impedance where 'grounded' is true.
